得分,代码,转债名称,现价,涨跌幅,正股名称,正股价,正股涨跌,PB,转股价,转股价值,溢价率,评价,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,到期税前收益,到期税后收益,成交额(万元)
119.56599999999999,123025,精测转债,107.326,-0.79%,精测电子,48.05,0.88%,9.54,50.250,95.62,12.24%,AA-,35.17,65.33,3.2%,25-03-28,5.795,1.65%,1.10%,363.84
120.31,113504,艾华转债,102.830,0.22%,艾华集团,19.02,0.00%,3.50,21.730,87.53,17.48%,AA,15.21,28.25,9.3%,24-03-01,4.721,1.62%,1.19%,164.78
120.51,128021,兄弟转债,100.250,-0.07%,兄弟科技,4.46,0.45%,1.80,5.350,83.36,20.26%,AA,3.75,6.96,12.6%,23-11-28,4.463,2.21%,1.76%,22.34
121.129,123010,博世转债,99.259,-0.54%,博世科,10.14,0.30%,2.25,12.450,81.45,21.87%,AA-,8.71,16.18,11.9%,24-07-05,5.066,2.71%,2.21%,42.79
121.24,110053,苏银转债,105.720,-0.27%,江苏银行,7.23,-0.69%,0.66,7.900,91.52,15.52%,AAA,-,10.27,24.0%,25-03-13,5.753,2.18%,1.57%,6725.09
121.33,123016,洲明转债,116.490,-1.12%,洲明科技,10.50,-0.57%,3.26,9.450,111.11,4.84%,AA-,6.62,12.29,5.7%,24-11-07,5.408,-0.11%,-0.63%,202.98
121.46000000000001,113026,核能转债,102.950,0.19%,中国核电,5.49,-0.18%,1.79,6.320,86.87,18.51%,AAA,4.42,8.22,9.1%,25-04-14,5.841,1.16%,0.83%,2174.52
121.65,110033,国贸转债,110.180,-0.38%,厦门国贸,8.51,0.12%,0.64,8.610,98.84,11.47%,AAA,6.03,11.19,9.5%,22-01-05,2.567,0.33%,-0.47%,24.39
121.84,110057,现代转债,104.280,-0.06%,现代制药,8.95,-0.11%,1.35,10.090,88.70,17.56%,AAA,7.06,13.12,17.1%,25-03-31,5.803,1.10%,0.74%,557.73
121.97999999999999,113011,光大转债,108.660,-0.22%,光大银行,3.96,-0.50%,0.63,4.130,95.88,13.32%,AAA,-,5.37,14.4%,23-03-17,3.762,0.16%,-0.30%,8075.57
122.17,113510,再升转债,101.000,-0.34%,再升科技,7.16,-0.83%,3.66,8.590,83.35,21.17%,AA-,6.87,11.17,2.3%,24-06-18,5.019,2.37%,1.87%,47.85
122.63,128059,视源转债,109.500,-0.72%,视源股份,73.28,-0.01%,12.73,75.710,96.79,13.13%,AA,53.00,98.42,2.0%,25-03-11,5.748,0.76%,0.31%,596.96
122.7,113530,大丰转债,97.310,-0.46%,大丰实业,13.10,-1.73%,2.97,16.880,77.61,25.39%,AA,11.82,21.94,12.0%,25-03-26,5.789,4.06%,3.38%,261.97
122.72999999999999,110055,伊力转债,110.600,0.08%,伊力特,17.36,-0.23%,2.91,17.600,98.64,12.13%,AA,12.32,22.88,11.4%,25-03-15,5.759,0.77%,0.28%,1270.54
123.16799999999999,128018,时达转债,94.978,0.24%,新时达,5.52,-0.18%,1.29,7.450,74.09,28.19%,AA,5.21,9.69,25.8%,23-11-06,4.403,3.64%,3.15%,289.21
123.58,110040,生益转债,123.590,-0.02%,生益科技,13.93,-0.21%,4.45,11.270,123.60,-0.01%,AA+,-,14.65,5.7%,23-11-23,4.449,-2.57%,-2.98%,3386.21
123.67,128047,光电转债,114.000,0.00%,中航光电,32.09,-0.03%,5.21,30.870,103.95,9.67%,AA+,21.61,40.13,3.9%,24-11-05,5.403,-0.67%,-1.01%,1230.08
123.75,113517,曙光转债,115.850,-1.27%,中科曙光,39.22,-0.51%,9.14,36.530,107.36,7.90%,AA,25.57,47.49,3.2%,24-08-06,5.153,-0.44%,-0.90%,1402.96
123.99000000000001,113016,小康转债,94.010,-0.07%,小康股份,12.44,0.24%,2.26,17.200,72.33,29.98%,AA,12.04,22.36,7.5%,23-11-06,4.403,3.89%,3.40%,503.64
124.25,110048,福能转债,109.350,-0.24%,福能股份,8.27,1.47%,1.07,8.690,95.17,14.90%,AA+,6.08,11.30,22.1%,24-12-06,5.488,0.83%,0.35%,442.00
124.27,127010,平银转债,115.910,-0.48%,平安银行,12.59,0.16%,0.86,11.770,106.97,8.36%,AAA,-,14.12,12.0%,25-01-21,5.614,0.33%,-0.24%,13572.86
124.66,127005,长证转债,110.880,0.11%,长江证券,7.26,0.28%,1.48,7.450,97.45,13.78%,AAA,-,9.69,12.5%,24-03-12,4.751,-0.23%,-0.61%,933.07
125.02000000000001,113522,旭升转债,102.650,-0.34%,旭升股份,24.83,1.39%,6.70,29.600,83.89,22.37%,AA,20.72,38.48,4.2%,24-11-22,5.449,3.01%,2.35%,139.36
126.057,128042,凯中转债,98.497,1.44%,凯中精密,10.03,2.03%,2.20,12.990,77.21,27.56%,AA,9.09,16.89,14.2%,24-07-30,5.134,3.54%,2.91%,94.15
126.50999999999999,113024,核建转债,101.690,0.89%,中国核建,8.09,3.06%,1.74,9.930,81.47,24.82%,AAA,6.95,12.91,14.1%,25-04-07,5.822,1.36%,1.04%,1086.79
126.541,128022,众信转债,97.461,-0.54%,众信旅游,5.98,0.34%,2.17,7.920,75.51,29.08%,AA,5.54,10.30,13.2%,23-12-01,4.471,2.86%,2.41%,10.15
126.64999999999999,113531,百姓转债,107.410,0.24%,老百姓,54.58,-0.33%,4.81,60.590,90.08,19.24%,AA,42.41,78.77,2.1%,24-03-28,4.795,1.00%,0.52%,167.37
126.77,113015,隆基转债,124.140,0.42%,隆基股份,22.57,0.58%,4.80,18.660,120.95,2.63%,AA+,13.06,24.26,3.4%,23-11-01,4.389,-2.71%,-3.12%,3558.92
126.92,128040,华通转债,101.000,0.20%,华通医药,9.12,1.11%,2.98,11.370,80.21,25.92%,AA-,7.96,14.78,11.6%,24-06-13,5.000,2.30%,1.81%,247.59
127.12,110054,通威转债,122.030,-0.67%,通威股份,14.26,-0.70%,3.44,12.280,116.12,5.09%,AA+,8.60,15.96,9.0%,25-03-18,5.767,-0.95%,-1.43%,1699.43
127.16499999999999,128024,宁行转债,127.035,-1.14%,宁波银行,22.85,-1.34%,1.40,18.010,126.87,0.13%,AAA,-,23.41,4.8%,23-12-05,4.482,-3.41%,-3.76%,3557.05
127.33,113012,骆驼转债,100.130,-0.47%,骆驼股份,10.58,1.93%,1.52,13.440,78.72,27.20%,AA,9.41,17.47,5.6%,23-03-24,3.781,2.26%,1.81%,300.48
127.56,127006,敖东转债,99.580,-0.32%,吉林敖东,16.20,0.56%,0.86,20.820,77.81,27.98%,AA+,14.57,27.07,12.8%,24-03-13,4.753,1.83%,1.48%,278.54
127.77,113508,新凤转债,97.160,-0.08%,新凤鸣,12.52,0.32%,1.78,16.830,74.39,30.61%,AA,11.78,21.88,14.4%,24-04-25,4.871,3.17%,2.67%,608.49
127.83999999999999,123002,国祯转债,116.600,1.63%,国祯环保,9.14,-0.11%,2.19,8.720,104.82,11.24%,AA,6.10,11.34,10.1%,23-11-24,4.452,-1.26%,-1.68%,545.22
127.96,128061,启明转债,106.830,-0.58%,启明星辰,24.95,-1.15%,6.30,28.290,88.19,21.13%,AA,19.80,36.78,4.7%,25-03-27,5.792,1.81%,1.24%,887.77
128.45,123009,星源转债,104.800,2.24%,星源材质,23.30,-0.34%,2.79,27.490,84.76,23.65%,AA,19.24,35.74,10.7%,24-03-07,4.737,1.10%,0.69%,399.36
128.57,128045,机电转债,106.700,-0.47%,中航机电,6.68,0.45%,2.58,7.630,87.55,21.87%,AAA,5.34,9.92,8.7%,24-08-27,5.211,0.60%,0.24%,1208.38
128.647,123017,寒锐转债,97.937,-0.30%,寒锐钴业,61.06,-0.75%,6.47,81.490,74.93,30.71%,AA-,57.04,105.94,3.8%,24-11-20,5.444,2.39%,2.00%,723.52
128.911,128016,雨虹转债,109.621,-0.07%,东方雨虹,20.52,-1.06%,3.80,22.330,91.89,19.29%,AA+,15.63,29.03,6.0%,23-09-25,4.288,0.15%,-0.30%,989.81
128.98,127011,中鼎转2,102.710,-0.38%,中鼎股份,9.59,-0.42%,1.35,11.790,81.34,26.27%,AA+,8.25,15.33,10.2%,25-03-08,5.740,2.14%,1.64%,337.28
129.18,113513,安井转债,131.810,1.43%,安井食品,48.00,3.56%,5.04,35.460,135.36,-2.63%,AA-,24.82,46.10,1.1%,24-07-12,5.085,-3.02%,-3.46%,5181.92
129.34,123022,长信转债,101.930,-0.60%,长信科技,5.00,-0.20%,2.20,6.250,80.00,27.41%,AA,4.38,8.12,10.7%,25-03-18,5.767,2.20%,1.71%,20.25
129.95,113507,天马转债,126.360,0.29%,天马科技,8.99,-0.22%,2.87,7.370,121.98,3.59%,AA-,5.16,9.58,2.0%,24-04-17,4.849,-2.34%,-2.80%,1501.00
129.96900000000002,127009,冰轮转债,140.699,2.87%,冰轮环境,8.70,4.19%,1.83,5.520,157.61,-10.73%,AA,3.86,7.18,9.0%,25-01-14,5.595,-3.56%,-4.02%,17007.82
131.37,113019,玲珑转债,106.650,-0.33%,玲珑轮胎,16.11,-0.56%,1.93,18.840,85.51,24.72%,AA+,13.19,24.49,10.3%,23-03-01,3.718,1.59%,0.94%,1026.89
132.04999999999998,128030,天康转债,119.990,-0.42%,天康生物,8.62,1.89%,2.68,8.050,107.08,12.06%,AA,5.63,10.46,7.6%,23-12-22,4.529,-1.38%,-1.88%,198.83
132.77,113021,中信转债,102.970,-0.25%,中信银行,5.91,-0.34%,0.64,7.450,79.33,29.80%,AAA,-,9.69,13.8%,25-03-03,5.726,2.64%,2.04%,5930.43
132.83,128020,水晶转债,96.870,0.39%,水晶光电,11.40,1.42%,2.50,16.000,71.25,35.96%,AA,11.20,20.80,12.0%,23-11-16,4.430,3.30%,2.80%,505.42
133.638,128014,永东转债,96.018,0.48%,永东股份,9.44,-2.28%,2.10,13.530,69.77,37.62%,AA-,9.47,17.59,10.7%,23-04-17,3.847,4.24%,3.61%,143.56
134.762,128051,光华转债,97.502,0.29%,光华科技,12.04,1.09%,3.51,16.950,71.03,37.26%,AA-,11.87,22.04,5.5%,24-12-14,5.510,3.28%,2.73%,121.74
136.09,113509,新泉转债,97.460,-0.12%,新泉股份,13.28,0.53%,1.85,18.890,70.30,38.63%,AA,13.22,24.56,14.9%,24-06-03,4.978,2.66%,2.24%,104.72
136.33,110045,海澜转债,99.430,-0.39%,海澜之家,8.73,-1.02%,2.79,12.020,72.63,36.90%,AA+,8.41,15.63,7.6%,24-07-13,5.088,2.39%,1.94%,639.10
136.441,128017,金禾转债,105.881,-0.39%,金禾实业,18.62,-2.21%,2.54,22.960,81.10,30.56%,AA,16.07,29.85,5.8%,23-11-01,4.389,0.95%,0.51%,61.54
137.54,113013,国君转债,108.610,-0.17%,国泰君安,16.57,0.42%,1.16,19.670,84.24,28.93%,AAA,-,25.57,4.7%,23-07-06,4.066,0.27%,-0.18%,6859.09
139.76,113518,顾家转债,106.000,-0.42%,顾家家居,28.98,-2.09%,3.47,36.570,79.25,33.76%,AA,29.26,47.54,6.3%,24-09-11,5.252,1.65%,1.11%,53.11
139.781,123003,蓝思转债,95.801,-0.21%,蓝思科技,6.96,0.29%,1.61,10.460,66.54,43.98%,AA+,7.32,13.60,17.6%,23-12-08,4.490,3.25%,2.80%,1140.58
140.52100000000002,128043,东音转债,138.501,0.36%,东音股份,15.11,0.33%,3.57,11.130,135.76,2.02%,AA-,7.79,14.47,6.6%,24-08-02,5.142,-3.54%,-4.04%,8845.41
140.81900000000002,128046,利尔转债,100.909,-0.92%,利尔化学,13.43,0.90%,2.25,18.620,72.13,39.91%,AA,13.03,24.21,12.1%,24-10-17,5.351,2.23%,1.76%,15.90
141.15,113022,浙商转债,102.170,-0.34%,浙商证券,9.16,0.44%,2.11,12.460,73.52,38.98%,AAA,-,16.20,11.5%,25-03-12,5.751,1.31%,0.98%,3597.29
143.98,110038,济川转债,104.690,0.30%,济川药业,29.17,0.73%,3.98,38.810,75.16,39.29%,AA,19.41,48.51,2.7%,22-11-12,3.419,1.15%,0.66%,40.43
147.39000000000001,128041,盛路转债,147.800,-0.80%,盛路通信,10.21,-0.68%,2.56,6.880,148.40,-0.41%,AA,4.82,8.94,1.0%,24-07-16,5.096,-4.82%,-5.32%,3295.17
147.84,110034,九州转债,101.000,0.00%,九州通,12.67,-0.71%,1.34,18.420,68.78,46.84%,AA+,12.89,23.95,6.3%,22-01-15,2.595,3.53%,2.76%,1659.52
148.2,113009,广汽转债,104.620,-0.27%,广汽集团,10.74,-1.01%,1.38,14.740,72.86,43.58%,AAA,10.32,19.16,2.3%,22-01-22,2.614,1.61%,0.95%,557.80
