得分,代码,转债名称,现价,涨跌幅,正股名称,正股价,正股涨跌,PB,转股价,转股价值,溢价率,评价,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,到期税前收益,到期税后收益,成交额(万元)
112.22999999999999,113521,科森转债,98.490,-0.95%,科森科技,7.75,-1.90%,1.71,8.950,86.59,13.74%,AA,6.26,11.63,19.1%,24-11-16,5.452,3.07%,2.52%,113.24
112.23,123015,蓝盾转债,105.010,-1.63%,蓝盾股份,5.70,-3.72%,1.50,5.820,97.94,7.22%,AA,4.07,7.57,1.4%,24-08-13,5.192,1.51%,1.03%,177.81
112.44,110041,蒙电转债,108.010,-1.45%,内蒙华电,3.02,-0.98%,1.27,2.920,103.42,4.43%,AAA,2.04,3.80,10.7%,23-12-21,4.545,0.59%,0.15%,1784.54
112.55,110050,佳都转债,117.320,-1.15%,佳都科技,9.72,-2.02%,3.68,7.890,123.19,-4.77%,AA,5.52,10.26,5.6%,24-12-18,5.540,-0.48%,-0.94%,1992.21
112.571,128066,亚泰转债,96.531,-0.50%,亚泰国际,14.55,1.46%,1.85,17.490,83.19,16.04%,AA-,12.24,22.74,18.3%,25-04-17,5.868,3.56%,2.99%,174.86
112.82,113516,苏农转债,103.300,0.19%,苏农银行,5.98,-0.66%,0.88,6.340,94.32,9.52%,AA+,-,8.24,12.0%,24-08-01,5.159,2.26%,1.70%,1736.09
113.12700000000001,128050,钧达转债,98.667,-1.14%,钧达股份,18.74,-6.21%,2.57,21.740,86.20,14.46%,AA-,15.22,28.26,14.0%,24-12-10,5.518,4.35%,3.57%,214.50
113.195,123013,横河转债,100.835,-2.27%,横河模具,8.31,-5.46%,3.76,9.260,89.74,12.36%,A+,6.48,12.04,2.1%,24-07-26,5.142,2.93%,2.33%,169.92
113.87,113520,百合转债,114.000,0.14%,梦百合,16.30,0.00%,2.69,14.280,114.15,-0.13%,AA-,10.00,18.56,8.3%,24-11-08,5.430,0.28%,-0.24%,1372.06
114.073,128056,今飞转债,98.053,-0.37%,今飞凯达,5.73,-2.22%,2.04,6.780,84.51,16.02%,A+,4.75,8.81,17.1%,25-02-28,5.737,3.92%,3.23%,56.50
114.19,127012,招路转债,100.070,-0.32%,招商公路,8.19,-2.15%,1.06,9.340,87.69,14.12%,AAA,6.54,12.14,9.9%,25-03-21,5.795,1.39%,1.11%,5771.67
114.39,113020,桐昆转债,106.200,-0.16%,桐昆股份,12.28,-0.16%,1.35,12.510,98.16,8.19%,AA+,8.76,16.26,17.0%,24-11-19,5.460,1.18%,0.74%,3341.97
114.53999999999999,113533,参林转债,111.300,-1.18%,大参林,39.35,-1.58%,6.35,36.500,107.81,3.24%,AA,25.55,47.45,4.9%,25-04-02,5.827,0.30%,-0.12%,897.07
115.17999999999999,113511,千禾转债,106.190,0.06%,千禾味业,17.84,0.68%,6.00,18.310,97.43,8.99%,AA-,12.82,23.80,4.4%,24-06-19,5.041,1.28%,0.80%,527.08
115.231,123023,迪森转债,97.101,-1.17%,迪森股份,5.91,-3.90%,1.36,7.190,82.20,18.13%,AA,5.03,9.35,28.0%,25-03-20,5.792,3.07%,2.57%,386.65
115.27000000000001,113529,绝味转债,117.680,-1.28%,绝味食品,34.38,-1.21%,5.96,28.510,120.59,-2.41%,AA,19.96,37.06,5.1%,25-03-11,5.767,0.09%,-0.46%,2691.59
115.53999999999999,123001,蓝标转债,103.750,-0.35%,蓝色光标,4.00,-1.96%,1.27,4.310,92.81,11.79%,AA,3.02,5.60,1.9%,21-12-18,2.537,2.86%,2.01%,1431.41
