得分,代码,转债名称,现价,涨跌幅,正股名称,正股价,正股涨跌,PB,转股价,转股价值,溢价率,评价,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,到期税前收益,到期税后收益,成交额(万元)
114.62,123013,横河转债,105.000,3.14%,横河模具,8.87,3.50%,4.01,9.260,95.79,9.62%,A+,6.48,12.04,2.0%,24-07-26,5.129,2.10%,1.51%,140.36
114.65,113511,千禾转债,109.480,1.85%,千禾味业,19.06,3.70%,6.41,18.310,104.10,5.17%,AA-,12.82,23.80,4.1%,24-06-19,5.027,0.66%,0.18%,2292.40
114.83000000000001,123001,蓝标转债,105.900,1.96%,蓝色光标,4.19,3.46%,1.33,4.310,97.22,8.93%,AA,3.02,5.60,1.8%,21-12-18,2.523,2.03%,1.18%,557.05
115.195,128064,司尔转债,97.345,2.01%,司尔特,5.08,4.10%,1.02,6.150,82.60,17.85%,AA,4.30,8.00,21.9%,25-04-08,5.830,3.00%,2.51%,502.93
115.35,113525,台华转债,106.940,3.30%,台华新材,8.00,1.14%,1.67,8.110,98.64,8.41%,AA,5.68,10.54,8.7%,24-12-16,5.521,1.40%,0.89%,497.71
115.387,128033,迪龙转债,98.887,1.93%,雪迪龙,7.58,4.26%,2.18,8.930,84.88,16.50%,AA,6.25,11.61,11.3%,23-12-27,4.548,2.48%,2.04%,293.60
115.55,113524,奇精转债,97.920,0.90%,奇精机械,12.12,3.59%,2.21,14.560,83.24,17.63%,AA,10.19,18.93,14.0%,24-12-14,5.515,3.56%,2.95%,250.90
115.58999999999999,110041,蒙电转债,110.320,1.87%,内蒙华电,3.06,1.32%,1.29,2.920,104.79,5.27%,AAA,2.04,3.80,10.5%,23-12-21,4.532,0.12%,-0.33%,578.51
115.66000000000001,113020,桐昆转债,109.900,2.79%,桐昆股份,13.00,5.26%,1.43,12.510,103.92,5.76%,AA+,8.76,16.26,16.0%,24-11-19,5.447,0.54%,0.10%,5970.34
115.8,128038,利欧转债,115.480,7.22%,利欧股份,1.98,8.79%,1.68,1.720,115.12,0.32%,AA,1.20,2.24,1.4%,24-03-22,4.784,-0.31%,-0.83%,13001.06
115.87100000000001,123020,富祥转债,105.751,0.95%,富祥股份,14.29,2.95%,3.15,14.880,96.03,10.12%,AA-,10.42,19.34,11.0%,25-03-01,5.726,2.45%,1.80%,525.32
115.893,128027,崇达转债,108.853,0.79%,崇达技术,15.00,2.25%,4.12,14.750,101.69,7.04%,AA,10.32,19.18,6.1%,23-12-15,4.515,0.40%,-0.04%,924.92
115.9,113534,鼎胜转债,96.050,0.99%,鼎胜新材,16.67,3.16%,2.09,20.800,80.14,19.85%,AA,14.56,27.04,17.5%,25-04-08,5.830,3.25%,2.75%,1082.36
116.02999999999999,113515,高能转债,108.820,1.61%,高能环境,9.47,3.50%,2.31,9.330,101.50,7.21%,AA,6.53,12.13,11.7%,24-07-26,5.129,0.81%,0.33%,289.47
116.051,128054,中宠转债,102.791,0.87%,中宠股份,20.22,2.17%,4.29,22.280,90.75,13.26%,A+,15.60,28.96,5.6%,25-02-15,5.688,2.13%,1.62%,83.90
116.138,128044,岭南转债,98.748,1.43%,岭南股份,4.98,2.89%,1.69,5.920,84.12,17.39%,AA,4.14,7.70,8.6%,24-08-14,5.181,2.53%,2.08%,335.11
116.27999999999999,110046,圆通转债,116.070,2.54%,圆通速递,12.44,2.13%,2.96,10.740,115.83,0.21%,AA+,7.52,13.96,10.3%,24-11-19,5.447,-0.08%,-0.58%,9571.51
116.28,110043,无锡转债,100.790,1.24%,无锡银行,5.69,2.52%,0.96,6.520,87.27,15.49%,AA+,-,8.48,28.5%,24-01-30,4.641,1.89%,1.49%,3442.52
116.739,123004,铁汉转债,99.399,2.95%,铁汉生态,3.38,5.96%,1.25,3.990,84.71,17.34%,AA,2.79,5.19,10.5%,23-12-18,4.523,2.37%,1.93%,189.95
117.05000000000001,110058,永鼎转债,94.900,0.83%,永鼎股份,5.05,3.48%,2.32,6.500,77.69,22.15%,AA,4.55,8.45,15.5%,25-04-15,5.849,3.45%,2.96%,950.26
117.144,128058,拓邦转债,107.684,1.49%,拓邦股份,5.45,3.22%,2.39,5.540,98.38,9.46%,AA,3.88,7.20,10.3%,25-03-07,5.742,2.40%,1.70%,442.71
117.69,113504,艾华转债,102.400,0.09%,艾华集团,19.30,2.82%,3.55,21.730,88.82,15.29%,AA,15.21,28.25,9.2%,24-03-01,4.726,1.72%,1.28%,1289.95
117.85,123007,道氏转债,101.990,1.08%,道氏技术,13.38,4.04%,2.58,15.200,88.03,15.86%,AA-,10.64,19.76,5.0%,23-12-28,4.551,2.12%,1.62%,1160.13
118.22,110051,中天转债,103.480,2.43%,中天科技,9.28,2.54%,1.41,10.290,90.18,14.74%,AA+,7.20,13.38,13.9%,25-02-28,5.723,1.79%,1.32%,4550.14
118.3,113533,参林转债,115.910,2.45%,大参林,41.32,1.62%,6.67,36.500,113.21,2.39%,AA,25.55,47.45,4.7%,25-04-02,5.814,-0.41%,-0.82%,1140.85
118.41,113532,海环转债,100.270,0.30%,海峡环保,6.62,2.95%,1.92,7.800,84.87,18.14%,AA,5.46,10.14,15.4%,25-04-01,5.811,2.17%,1.74%,68.44
118.53999999999999,128067,一心转债,109.350,1.78%,一心堂,27.32,2.71%,3.83,27.280,100.15,9.19%,AA,19.10,35.46,3.9%,25-04-19,5.860,0.60%,0.19%,1806.35
118.59,123011,德尔转债,97.500,2.20%,德尔股份,28.15,1.44%,1.52,34.960,80.52,21.09%,AA-,24.47,45.45,18.8%,24-07-18,5.107,3.83%,3.19%,440.98
118.63,113520,百合转债,118.210,2.61%,梦百合,16.81,1.88%,2.78,14.280,117.72,0.42%,AA-,10.00,18.56,8.0%,24-11-08,5.416,-0.40%,-0.92%,164.39
118.64,110050,佳都转债,123.280,3.16%,佳都科技,10.20,3.76%,3.87,7.890,129.28,-4.64%,AA,5.52,10.26,5.3%,24-12-18,5.526,-1.39%,-1.84%,8388.27
118.81,127013,创维转债,97.900,1.19%,创维数字,9.36,5.05%,3.19,11.560,80.97,20.91%,AA,8.09,15.03,10.3%,25-04-15,5.849,3.35%,2.78%,952.19
119.15,128015,久其转债,93.620,0.71%,久其软件,7.07,3.21%,4.71,9.480,74.58,25.53%,AA,6.64,12.32,15.5%,23-06-08,3.995,4.62%,4.04%,1606.31
119.219,123024,岱勒转债,96.499,0.75%,岱勒新材,19.58,2.94%,2.81,24.900,78.63,22.72%,A+,17.43,32.37,13.0%,24-03-21,4.781,3.48%,2.95%,77.14
119.86000000000001,113510,再升转债,100.930,0.83%,再升科技,7.29,1.96%,3.73,8.590,84.87,18.93%,AA-,6.87,11.17,2.2%,24-06-18,5.025,2.38%,1.88%,44.59
120.03999999999999,113008,电气转债,112.000,2.34%,上海电气,5.38,2.87%,1.39,5.190,103.66,8.04%,AAA,3.63,6.75,5.5%,21-02-02,1.649,-2.14%,-3.04%,1909.09
120.25,132009,17中油EB,98.170,-0.03%,中国石油,7.11,0.85%,1.06,8.760,81.16,22.08%,AAA,6.13,11.39,0.8%,22-07-13,3.090,3.19%,2.62%,11200.89
120.44999999999999,110033,国贸转债,109.710,0.82%,厦门国贸,8.53,2.77%,0.64,8.610,99.07,10.74%,AAA,6.03,11.19,9.4%,22-01-05,2.573,0.50%,-0.30%,356.15
120.63,113026,核能转债,103.060,0.89%,中国核电,5.54,2.21%,1.81,6.320,87.66,17.57%,AAA,4.42,8.22,9.0%,25-04-14,5.847,1.14%,0.81%,2146.91
120.655,128018,时达转债,94.495,0.74%,新时达,5.58,1.82%,1.31,7.450,74.90,26.16%,AA,5.21,9.69,25.5%,23-11-06,4.408,3.76%,3.27%,210.60
120.66,128019,久立转2,105.000,1.63%,久立特材,7.19,3.45%,1.86,7.920,90.78,15.66%,AA,5.54,10.30,17.2%,23-11-08,4.414,1.14%,0.70%,822.02
120.662,123019,中来转债,100.852,1.14%,中来股份,17.18,3.31%,1.52,20.410,84.17,19.81%,AA-,14.29,26.53,24.4%,25-02-25,5.715,3.90%,3.14%,356.98
120.68,110053,苏银转债,106.360,1.22%,江苏银行,7.35,1.10%,0.67,7.900,93.04,14.32%,AAA,-,10.27,23.6%,25-03-13,5.759,2.07%,1.46%,18282.61
120.72,110042,航电转债,111.090,1.17%,中航电子,14.42,3.07%,3.35,14.230,101.34,9.63%,AAA,9.96,18.50,9.4%,23-12-24,4.540,-0.26%,-0.66%,5282.11
120.77000000000001,123021,万信转2,103.590,2.33%,万达信息,12.04,3.97%,3.38,13.620,88.40,17.18%,AA,9.53,17.71,9.1%,25-03-03,5.732,2.39%,1.81%,665.75
120.96000000000001,110049,海尔转债,117.150,2.14%,青岛海尔,16.42,2.82%,2.55,14.550,112.85,3.81%,AAA,10.19,17.46,2.9%,24-12-17,5.523,-1.15%,-1.48%,7976.86
121.12,128021,兄弟转债,101.020,1.53%,兄弟科技,4.50,3.45%,1.82,5.350,84.11,20.10%,AA,3.75,6.96,12.4%,23-11-28,4.468,2.02%,1.58%,215.45
121.28,132014,18中化EB,99.620,0.01%,中国化学,6.28,2.28%,0.93,7.660,81.98,21.66%,AAA,5.36,9.96,11.3%,23-04-24,3.871,2.50%,2.02%,2584.87
121.86,113529,绝味转债,124.110,2.73%,绝味食品,36.20,1.12%,6.27,28.510,126.97,-2.25%,AA,19.96,37.06,4.8%,25-03-11,5.753,-0.84%,-1.39%,4370.18
122.46000000000001,110055,伊力转债,111.200,3.10%,伊力特,17.59,4.70%,2.95,17.600,99.94,11.26%,AA,12.32,22.88,11.3%,25-03-15,5.764,0.67%,0.19%,1017.84
122.521,123010,博世转债,99.991,0.47%,博世科,10.16,3.67%,2.26,12.450,81.61,22.53%,AA-,8.71,16.18,11.9%,24-07-05,5.071,2.55%,2.05%,82.20
122.77,128047,光电转债,114.250,1.20%,中航光电,32.50,2.27%,5.28,30.870,105.28,8.52%,AA+,21.61,40.13,3.9%,24-11-05,5.408,-0.71%,-1.05%,350.07
122.9,110040,生益转债,124.000,2.89%,生益科技,14.13,3.14%,4.51,11.270,125.38,-1.10%,AA+,-,14.65,5.7%,23-11-23,4.455,-2.64%,-3.05%,8856.22
123.00999999999999,113011,光大转债,109.300,1.49%,光大银行,3.97,0.76%,0.63,4.130,96.13,13.71%,AAA,-,5.37,14.4%,23-03-17,3.767,0.00%,-0.46%,12230.45
123.14999999999999,110057,现代转债,105.020,0.74%,现代制药,8.97,2.87%,1.35,10.090,88.90,18.13%,AAA,7.06,13.12,17.1%,25-03-31,5.808,0.97%,0.62%,1250.47
123.35,123025,精测转债,109.000,2.44%,精测电子,47.90,4.56%,9.51,50.250,95.32,14.35%,AA-,35.17,65.33,3.2%,25-03-28,5.800,1.38%,0.83%,452.84
123.47200000000001,123002,国祯转债,114.792,0.97%,国祯环保,9.21,2.79%,2.21,8.720,105.62,8.68%,AA,6.10,11.34,10.0%,23-11-24,4.458,-0.91%,-1.33%,90.33
123.77000000000001,113016,小康转债,94.090,0.36%,小康股份,12.48,1.05%,2.27,17.200,72.56,29.68%,AA,12.04,22.36,7.5%,23-11-06,4.408,3.86%,3.37%,445.91
123.79,123009,星源转债,103.400,2.20%,星源材质,23.61,3.06%,2.83,27.490,85.89,20.39%,AA,19.24,35.74,10.6%,24-03-07,4.742,1.40%,0.98%,197.30
123.9,123016,洲明转债,119.000,4.97%,洲明科技,10.72,4.89%,3.33,9.450,113.44,4.90%,AA-,6.62,12.29,6.7%,24-11-07,5.414,-0.51%,-1.03%,1618.88
124.11,128042,凯中转债,97.700,1.35%,凯中精密,10.04,3.40%,2.20,12.990,77.29,26.41%,AA,9.09,16.89,14.2%,24-07-30,5.140,3.70%,3.07%,202.52
124.27,113531,百姓转债,107.520,0.54%,老百姓,55.80,3.09%,4.92,60.590,92.09,16.75%,AA,42.41,78.77,2.0%,24-03-28,4.800,0.97%,0.49%,585.86
124.33,132015,18中油EB,97.450,-0.05%,中国石油,7.11,0.85%,1.06,9.210,77.20,26.88%,AAA,6.45,11.97,1.5%,23-02-01,3.647,3.46%,2.89%,23599.81
124.94,128016,雨虹转债,108.990,2.80%,东方雨虹,20.99,5.64%,3.89,22.330,94.00,15.95%,AA+,15.63,29.03,5.9%,23-09-25,4.293,0.28%,-0.16%,5725.89
125.18,113522,旭升转债,103.080,0.84%,旭升股份,24.99,2.42%,6.74,29.600,84.43,22.10%,AA,20.72,38.48,4.2%,24-11-22,5.455,2.93%,2.26%,322.30
125.6,110048,福能转债,109.800,2.56%,福能股份,8.24,2.87%,1.07,8.690,94.82,15.80%,AA+,6.08,11.30,22.1%,24-12-06,5.493,0.75%,0.28%,1363.51
125.86,127010,平银转债,117.000,1.92%,平安银行,12.65,2.51%,0.87,11.770,107.48,8.86%,AAA,-,14.12,12.0%,25-01-21,5.619,0.15%,-0.41%,23923.15
125.87,127005,长证转债,111.400,2.76%,长江证券,7.25,4.92%,1.47,7.450,97.32,14.47%,AAA,-,9.69,12.5%,24-03-12,4.756,-0.33%,-0.71%,6144.44
126.2,128059,视源转债,111.500,1.37%,视源股份,73.60,0.82%,12.78,75.710,97.21,14.70%,AA,53.00,98.42,2.0%,25-03-11,5.753,0.44%,-0.01%,915.55
126.361,128040,华通转债,100.751,0.88%,华通医药,9.12,3.64%,2.98,11.370,80.21,25.61%,AA-,7.96,14.78,11.6%,24-06-13,5.011,2.42%,1.92%,617.46
126.97,132005,15国资EB,110.820,0.86%,中国太保,35.24,1.85%,1.97,36.650,96.15,16.15%,AAA,-,-,0.6%,20-12-08,1.496,-0.48%,-1.80%,171.09
127.38,113517,曙光转债,118.030,3.07%,中科曙光,39.43,6.86%,9.19,36.530,107.94,9.35%,AA,25.57,47.49,3.1%,24-08-06,5.159,-0.81%,-1.27%,2466.85
127.42999999999999,113530,大丰转债,97.690,1.34%,大丰实业,12.71,4.01%,2.88,16.880,75.30,29.74%,AA,11.82,21.94,12.3%,25-03-26,5.795,3.99%,3.31%,291.95
127.78,110056,亨通转债,96.300,0.00%,亨通光电,15.85,停牌,2.29,21.640,73.24,31.48%,AA+,15.15,28.13,5.7%,25-03-19,5.775,3.19%,2.70%,0.00
127.876,128022,众信转债,98.316,1.36%,众信旅游,6.01,3.98%,2.18,7.920,75.88,29.56%,AA,5.54,10.30,13.2%,23-12-01,4.477,2.65%,2.21%,556.72
127.995,123017,寒锐转债,98.515,0.79%,寒锐钴业,62.00,3.51%,6.57,81.490,76.08,29.48%,AA-,57.04,105.94,3.7%,24-11-20,5.449,2.27%,1.88%,433.12
128.08,113024,核建转债,100.700,0.60%,中国核建,7.85,3.15%,1.69,9.930,79.05,27.38%,AAA,6.95,12.91,14.5%,25-04-07,5.827,1.54%,1.21%,1185.08
128.22,128061,启明转债,107.720,1.05%,启明星辰,25.29,3.10%,6.39,28.290,89.40,20.50%,AA,19.80,36.78,4.6%,25-03-27,5.797,1.66%,1.10%,558.01
128.22,113015,隆基转债,126.510,0.95%,隆基股份,23.21,2.20%,4.93,18.660,124.38,1.71%,AA+,13.06,24.26,3.3%,23-11-01,4.395,-3.13%,-3.54%,8955.64
128.3,128024,宁行转债,128.500,2.55%,宁波银行,23.19,2.34%,1.42,18.010,128.76,-0.20%,AAA,-,23.41,4.8%,23-12-05,4.488,-3.66%,-4.01%,23168.86
128.34,127006,敖东转债,100.200,1.42%,吉林敖东,16.28,3.83%,0.87,20.820,78.19,28.14%,AA+,14.57,27.07,12.7%,24-03-13,4.759,1.69%,1.35%,716.69
128.75,110054,通威转债,125.400,1.93%,通威股份,14.90,3.33%,3.60,12.280,121.34,3.35%,AA+,8.60,15.96,8.6%,25-03-18,5.773,-1.43%,-1.90%,7036.35
128.78,127011,中鼎转2,103.380,0.83%,中鼎股份,9.72,4.40%,1.37,11.790,82.44,25.40%,AA+,8.25,15.33,10.1%,25-03-08,5.745,2.02%,1.52%,843.59
129.14000000000001,127009,冰轮转债,138.860,5.49%,冰轮环境,8.49,5.60%,1.78,5.520,153.80,-9.72%,AA,3.86,7.18,9.2%,25-01-14,5.600,-3.33%,-3.78%,11562.46
129.531,123022,长信转债,102.691,1.66%,长信科技,5.06,4.12%,2.23,6.250,80.96,26.84%,AA,4.38,8.12,10.6%,25-03-18,5.773,2.07%,1.58%,958.57
129.92000000000002,113508,新凤转债,97.900,1.90%,新凤鸣,12.48,3.23%,1.78,16.830,74.15,32.02%,AA,11.78,21.88,14.5%,24-04-25,4.877,3.00%,2.50%,1282.33
130.3,113507,天马转债,128.360,2.51%,天马科技,9.28,2.77%,2.96,7.370,125.92,1.94%,AA-,5.16,9.58,2.0%,24-04-17,4.855,-2.66%,-3.12%,5908.54
130.46,113513,安井转债,131.930,1.23%,安井食品,47.48,2.33%,4.80,35.460,133.90,-1.47%,AA-,24.82,46.10,1.7%,24-07-12,5.090,-3.04%,-3.48%,8805.02
131.67,113012,骆驼转债,100.570,1.58%,骆驼股份,10.31,6.73%,1.48,13.440,76.71,31.10%,AA,9.41,17.47,5.7%,23-03-24,3.786,2.14%,1.69%,587.01
132.05,113019,玲珑转债,107.250,0.69%,玲珑轮胎,16.19,3.78%,1.94,18.840,85.93,24.80%,AA+,13.19,24.49,10.3%,23-03-01,3.723,1.43%,0.79%,307.11
132.06,128045,机电转债,108.500,2.36%,中航机电,6.70,2.92%,2.58,7.630,87.81,23.56%,AAA,5.34,9.92,8.7%,24-08-27,5.216,0.27%,-0.09%,2127.77
132.243,128051,光华转债,97.303,1.44%,光华科技,12.28,2.16%,3.58,17.030,72.11,34.94%,AA-,11.92,22.14,5.4%,24-12-14,5.515,3.31%,2.77%,472.63
132.49,128020,水晶转债,96.630,1.13%,水晶光电,11.38,4.98%,2.50,16.000,71.12,35.86%,AA,11.20,20.80,12.0%,23-11-16,4.436,3.36%,2.85%,1877.15
132.58,113021,中信转债,103.560,0.37%,中信银行,5.98,1.01%,0.65,7.450,80.27,29.02%,AAA,-,9.69,13.7%,25-03-03,5.732,2.54%,1.93%,22775.21
134.47,123014,凯发转债,116.800,16.28%,凯发电气,8.09,10.07%,2.09,8.150,99.26,17.67%,A+,5.71,10.60,13.9%,23-07-27,4.129,-1.57%,-1.99%,7464.31
134.92000000000002,128017,金禾转债,107.500,2.38%,金禾实业,19.37,1.57%,2.64,22.960,84.36,27.42%,AA,16.07,29.85,5.5%,23-11-01,4.395,0.60%,0.16%,273.05
135.25,110045,海澜转债,99.890,0.68%,海澜之家,8.87,2.31%,2.84,12.020,73.79,35.36%,AA+,8.41,15.63,7.5%,24-07-13,5.093,2.29%,1.85%,491.76
135.73,128030,天康转债,122.030,2.37%,天康生物,8.64,9.37%,2.69,8.050,107.33,13.70%,AA,5.63,10.46,7.6%,23-12-22,4.534,-1.75%,-2.25%,517.57
136.61,113518,顾家转债,107.500,2.09%,顾家家居,30.45,4.96%,3.64,36.570,83.26,29.11%,AA,29.26,47.54,6.0%,24-09-11,5.258,1.37%,0.84%,218.69
137.36,113013,国君转债,108.920,0.67%,国泰君安,16.68,3.99%,1.17,19.670,84.80,28.44%,AAA,-,25.57,4.7%,23-07-06,4.071,0.20%,-0.25%,11296.16
